movie_Name,user 1,user 2,user 3,user 4,user 5,user 6,user 7,user 8,user 9,user 10
American Dreamz (2006),68,219,480,381,489,226,141,590,438,434
American Drug War: The Last White Hope (2007),414,608,480,274,177,590,489,219,483,64
American Fable (2017),249,68,414,298,380,599,561,274,608,288
American Flyers (1985),288,603,91,313,590,572,555,372,217,1
"American Friend, The (Amerikanische Freund, Der) (1977)",345,271,555,288,477,469,590,51,387,600
American Gangster (2007),288,474,182,608,489,600,469,381,380,64
American Gigolo (1980),274,597,19,226,217,469,474,294,380,202
American Graffiti (1973),219,597,381,610,239,448,226,534,434,561
American Grindhouse (2010),345,271,555,288,477,469,590,51,387,600
American Hardcore (2006),599,68,608,480,474,274,182,288,590,448
"American Haunting, An (2005)",68,414,219,307,232,480,249,599,177,610
American Heist (2015),249,68,414,298,380,599,561,274,608,288
American History X (1998),438,94,347,91,230,597,380,19,141,21
American Hustle (2013),608,274,380,305,438,182,352,475,525,64
American Made (2017),599,68,608,480,474,274,182,288,590,448
American Me (1992),599,68,608,480,474,274,182,288,590,448
American Movie (1999),608,597,480,307,68,489,380,64,590,469
American Ninja (1985),599,68,608,480,474,274,182,288,590,448
American Outlaws (2001),608,64,239,249,474,590,226,425,330,381
American Pie (1999),425,376,94,282,380,235,470,469,217,279
American Pie 2 (2001),63,220,608,475,469,380,166,28,434,144
American Pie Presents Beta House (American Pie 6: Beta House) (2007),380,298,68,610,305,534,274,62,18,448
American Pie Presents The Naked Mile (American Pie 5: The Naked Mile) (2006),292,475,474,249,298,561,380,365,489,18
American Pie Presents: Band Camp (American Pie 4: Band Camp) (2005),608,307,249,226,477,438,380,573,474,561
American Pie Presents: The Book of Love (American Pie 7: The Book of Love) (2009),380,298,68,610,305,534,274,62,18,448
American Pop (1981),599,68,608,480,474,469,274,182,288,597
"American President, The (1995)",130,46,507,145,498,340,176,81,26,179
American Psycho (2000),438,239,608,425,597,294,434,200,198,448
American Psycho II: All American Girl (2002),414,608,480,274,177,590,489,219,483,64
American Reunion (American Pie 4) (2012),380,274,18,448,561,219,573,177,232,352
American Sniper (2014),474,182,307,105,148,438,64,380,247,599
American Splendor (2003),239,249,438,425,608,434,274,307,380,453
"American Tail, An (1986)",68,274,480,64,354,425,219,438,45,182
"American Tail: Fievel Goes West, An (1991)",68,274,480,64,425,219,438,45,182,414
American Ultra (2015),561,274,177,352,414,480,560,483,18,219
American Wedding (American Pie 3) (2003),434,608,63,239,480,561,220,219,600,141
"American Werewolf in London, An (1981)",438,425,573,608,232,525,597,307,68,610
"American Werewolf in Paris, An (1997)",68,182,489,480,610,381,219,448,590,525
"American in Paris, An (1951)",597,448,608,437,438,328,385,425,298,469
"American, The (2010)",249,474,182,381,525,274,380,307,298,305
American: The Bill Hicks Story (2009),573,328,247,330,220,141,166,239,282,570
"Americanization of Emily, The (1964)",249,560,305,18,298,68,62,483,610,105
Americathon (1979),239,480,425,166,434,330,608,64,18,219
Amistad (1997),239,438,534,360,608,232,434,525,486,307
Amityville 1992: It's About Time (1992),217,480,68,600,294,226,608,64,414,57
Amityville 3-D (1983),414,226,590,606,480,600,599,68,330,219
"Amityville Curse, The (1990)",480,68,600,226,608,64,414,489,599,590
"Amityville Horror, The (1979)",232,249,610,480,68,200,438,298,217,177
"Amityville Horror, The (2005)",62,608,219,600,18,610,477,438,21,298
Amityville II: The Possession (1982),600,608,414,489,599,219,132,434,200,381
Amityville: A New Generation (1993),480,68,600,226,608,64,414,489,599,590
Amityville: Dollhouse (1996),217,480,68,600,294,226,608,64,414,57
Amores Perros (Love's a Bitch) (2000),239,608,425,597,480,166,307,434,68,200
Amos & Andrew (1993),19,217,288,469,597,160,57,313,414,202
Amy (2015),68,177,381,328,483,509,200,357,247,141
Amy's O (a.k.a. Amy's Orgasm) (2001),434,239,247,573,166,254,425,570,68,233
An Amazing Couple (2002),608,480,414,64,453,599,91,68,391,425
Anacleto: Agente secreto (2015),249,21,380,573,483,561,68,292,475,509
Anaconda (1997),456,337,270,350,151,480,389,64,425,219
Anaconda: The Offspring (2008),21,177,534,249,68,380,62,551,291,247
Anacondas: The Hunt for the Blood Orchid (2004),608,68,380,219,480,414,307,590,249,599
Analyze That (2002),68,608,64,219,274,239,414,590,226,425
Analyze This (1999),438,608,62,232,425,166,381,330,239,226
"Anarchist Cookbook, The (2002)",608,480,414,64,453,599,91,68,391,425
Anastasia (1956),474,489,132,414,480,68,182,590,391,600
Anastasia (1997),590,314,21,368,64,608,274,288,597,600
Anatomy of a Murder (1959),57,597,414,202,381,525,232,217,313,288
Anchorman 2: The Legend Continues (2013),274,380,475,298,305,177,381,63,68,434
Anchorman: The Legend of Ron Burgundy (2004),434,63,239,438,608,220,177,475,166,330
Anchors Aweigh (1945),448,307,438,298,606,219,249,599,387,64
And God Created Woman (Et Dieu... créa la femme) (1956),249,560,305,18,298,68,62,483,610,105
And Now... Ladies and Gentlemen... (2002),608,480,414,64,453,599,91,68,391,425
And So It Goes (2014),249,68,414,298,380,599,561,274,608,288
And Starring Pancho Villa as Himself (2003),345,271,555,288,477,469,590,51,387,600
And Then There Were None (1945),483,274,414,561,381,288,219,438,249,380
And Your Mother Too (Y tu mamá también) (2001),239,249,438,182,254,230,608,274,307,380
And the Band Played On (1993),414,68,608,274,380,480,182,590,448,474
And the Ship Sails On (E la nave va) (1983),474,489,132,414,480,68,182,590,391,600
"Andalusian Dog, An (Chien andalou, Un) (1929)",68,381,525,232,483,274,509,328,489,380
Andre (1994),414,68,608,274,19,217,380,480,182,590
Andrei Rublev (Andrey Rublyov) (1969),339,305,560,62,298,249,41,331,63,18
Andrew Dice Clay: Dice Rules (1991),62,560,105,466,141,573,139,247,41,63
Android (1982),345,271,555,288,477,469,590,51,387,600
"Andromeda Strain, The (1971)",599,474,274,239,480,425,166,434,330,448
Angel Baby (1995),597,469,202,275,391,156,182,137,474,57
Angel Eyes (2001),68,608,64,219,274,239,438,590,226,425
Angel Heart (1987),597,217,469,294,45,202,275,391,156,182
"Angel at My Table, An (1990)",474,489,132,414,480,68,182,590,391,600
Angel's Egg (Tenshi no tamago) (1985),414,68,608,274,380,480,182,590,448,474
Angel-A (2005),414,68,608,274,380,480,182,249,590,381
Angela's Ashes (1999),608,274,591,448,307,380,438,232,298,474
Angels & Demons (2009),64,307,434,239,477,414,226,438,573,352
Angels and Insects (1995),597,372,524,608,452,368,469,19,202,217
Angels in the Outfield (1994),602,117,68,411,480,235,446,455,64,102
Angels with Dirty Faces (1938),414,381,525,232,288,483,274,509,249,328
"Angels' Share, The (2012)",68,489,480,608,381,219,590,525,274,177
Anger Management (2003),425,438,182,249,428,91,600,483,590,166
Angie (1994),414,288,590,606,480,600,599,68,387,64
"Angriest Man in Brooklyn, The (2014)",249,21,380,573,483,561,68,292,475,509
"Angry Red Planet, The (1959)",345,271,555,288,477,469,590,51,387,600
Angst  (1983),68,357,561,480,330,425,64,239,215,282
Angus (1995),181,117,58,240,411,559,436,43,136,592
"Angus, Thongs and Perfect Snogging (2008)",10,177,525,143,280,509,73,111,104,564
Animal Crackers (1930),249,68,414,239,298,380,599,561,469,274
Animal Factory (2000),239,580,480,434,219,305,414,590,68,166
Animal Farm (1954),381,177,509,556,200,483,600,68,380,274
Animal House (1978),425,182,249,428,103,600,483,597,489,381
"Animal, The (2001)",219,239,438,425,570,182,608,232,434,249
Animals are Beautiful People (1974),601,16,445,87,17,487,127,525,132,538
"Animatrix, The (2003)",438,608,274,177,21,354,328,425,182,64
Anna Christie (1930),414,288,590,606,480,600,599,68,387,64
Anna Karenina (1935),489,469,608,132,414,480,221,357,68,275
Anna Karenina (1997),414,288,590,606,480,600,599,68,387,64
Anna Karenina (2012),249,68,414,298,380,599,561,274,608,288
Anna and the King (1999),314,219,434,524,239,425,573,474,249,570
Annabelle (2014),21,177,534,249,68,380,62,551,291,292
Annabelle: Creation (2017),111,401,73,148,601,98,586,21,564,534
Annapolis (2006),599,68,608,480,474,274,381,182,288,590
Anne Frank Remembered (1995),340,126,485,498,130,379,56,81,470,54
Anne of Green Gables (1985),91,239,425,144,354,370,282,63,166,608
Anne of Green Gables: The Sequel (a.k.a. Anne of Avonlea) (1987),330,570,64,328,132,434,307,247,45,226
Anne of the Thousand Days (1969),414,288,590,606,480,600,599,68,387,64
Annie (1982),608,480,249,68,489,288,438,380,182,64
Annie Get Your Gun (1950),345,271,555,288,477,469,590,51,387,600
Annie Hall (1977),249,608,274,380,200,266,434,328,239,279
Annihilation (2018),380,534,448,247,475,21,573,232,352,596
"Anniversary Party, The (2001)",599,68,608,480,274,597,590,448,307,380
Anomalisa (2015),414,68,608,274,380,480,182,590,448,474
Another 48 Hrs. (1990),68,608,274,249,438,380,232,480,182,177
Another Cinderella Story (2008),177,525,534,381,483,68,232,249,380,21
Another Earth (2011),581,601,247,189,434,487,141,166,86,399
Another Gay Movie (2006),564,111,298,177,249,525,141,232,365,68
Another Stakeout (1993),94,240,174,321,486,584,347,102,56,170
Another Thin Man (1939),414,288,590,606,480,600,599,68,387,64
Another Woman (1988),590,469,480,599,600,474,608,91,274,414
"Ant Bully, The (2006)",274,608,219,561,610,414,480,381,305,599
Ant-Man (2015),608,177,274,434,339,239,438,182,580,590
Ant-Man and the Wasp (2018),274,608,219,610,414,590,480,381,305,599
Anthony Adverse (1936),414,288,590,606,480,600,599,68,387,64
Anti-Social (2015),249,68,414,298,380,599,561,274,608,288
Antichrist (2009),247,249,274,380,298,305,601,381,581,63
Antitrust (2001),68,480,64,425,45,474,226,599,428,489
Antonia's Line (Antonia) (1995),411,136,38,373,604,284,117,584,446,58
Antonio Gaudí (1985),249,560,305,18,298,68,62,483,610,105
Antwone Fisher (2002),608,219,274,239,438,561,590,425,330,381
Antz (1998),480,425,219,438,45,226,599,91,590,307
Anvil! The Story of Anvil (2008),249,68,381,298,63,434,305,239,483,480
Any Given Sunday (1999),525,608,274,217,249,232,452,381,380,480
Any Which Way You Can (1980),599,68,608,480,474,274,182,288,590,448
Anything Else (2003),608,480,68,489,288,64,590,226,414,274
Anything for Her (Pour elle) (2008),414,68,608,274,380,480,182,590,448,474
Anything for Love (2016),249,68,414,298,380,599,561,274,608,288
Anywhere But Here (1999),68,480,474,274,182,19,600,226,590,448
"Apartment, The (1960)",249,608,274,381,380,239,448,266,226,298
"Apartment, The (Appartement, L') (1996)",474,489,132,414,480,68,182,590,391,600
Apocalypse Now (1979),220,425,438,45,249,486,226,254,230,600
Apocalypto (2006),599,434,63,239,608,474,220,182,177,219
Apollo 13 (1995),569,134,386,404,274,64,56,541,15,395
Apollo 18 (2011),21,590,68,534,249,380,573,561,177,328
"Apostle, The (1997)",414,68,608,274,19,217,380,480,182,452
Appaloosa (2008),239,580,480,434,219,305,414,590,68,166
"Apple Dumpling Gang Rides Again, The (1979)",217,590,274,606,480,294,600,469,597,45
"Apple Dumpling Gang, The (1975)",608,610,480,19,372,307,68,477,448,524
"Apple, The (Sib) (1998)",474,489,132,414,480,68,182,590,391,600
Applesauce (2015),564,111,298,177,249,525,141,232,365,68
Appleseed (Appurushîdo) (2004),239,219,381,425,230,330,200,220,593,580
April Fool's Day (1986),274,600,217,288,294,469,597,45,489,219
April Morning (1988),414,68,608,274,380,480,182,590,448,474
Apt Pupil (1998),599,68,608,480,474,274,400,16,288,555
Aqua Teen Hunger Force Colon Movie Film for Theaters (2007),590,469,480,599,600,474,608,91,274,414
Aquamarine (2006),10,381,177,509,556,200,483,600,68,380
Arachnophobia (1990),220,141,425,219,438,45,182,226,573,599
Ararat (2002),599,68,608,480,474,274,182,288,590,448
Are We Done Yet? (2007),21,177,534,249,68,380,62,551,291,247
Are We There Yet? (2005),274,480,68,600,226,608,64,414,489,599
Are You Scared? (2006),608,480,307,68,489,288,64,590,226,414
Argo (2012),570,474,182,608,274,381,380,328,590,307
Ari Shaffir: Double Negative (2017),249,298,365,68,232,274,177,525,484,564
Ariel (1988),414,298,610,305,68,534,608,274,62,18
"Aristocats, The (1970)",602,458,411,566,181,444,530,38,136,512
"Aristocrats, The (2005)",414,64,239,226,425,330,608,434,573,249
Arizona Dream (1993),239,425,166,434,330,608,18,219,28,474
Arlington Road (1999),274,480,64,425,219,438,381,182,226,17
Armageddon (1998),247,45,376,226,94,603,166,30,202,581
Armed and Dangerous (1986),68,608,274,438,380,232,480,182,298,177
Armour of God (Long xiong hu di) (1987),249,608,274,380,425,298,45,305,381,182
Armour of God II: Operation Condor (Operation Condor) (Fei ying gai wak) (1991),249,217,608,274,19,380,425,298,45,305
Army of Darkness (1993),340,569,130,126,485,145,81,498,574,37
Army of Shadows (L'armée des ombres) (1969),221,330,156,275,469,391,480,570,166,474
Around the World in 80 Days (1956),239,480,425,597,166,19,434,249,330,200
Around the World in 80 Days (2004),249,274,298,305,381,177,68,608,414,560
Arrival (2016),489,608,274,17,434,328,239,298,549,381
"Arrival, The (1996)",240,592,117,58,456,284,337,584,270,447
Arsenic and Old Lace (1944),219,608,239,226,91,434,561,437,385,372
Art School Confidential (2006),239,438,425,608,232,434,307,68,469,489
"Art of Getting By, The (2011)",279,249,68,414,247,298,380,599,561,62
"Art of War, The (2000)",608,249,274,380,64,298,453,305,91,391
"Art of the Steal, The (2009)",608,480,590,489,64,380,599,200,307,249
"Art of the Steal, The (2013)",62,18,68,414,573,177,232,352,560,298
Artemisia (1997),608,480,597,64,453,599,469,68,425,580
Arthur (1981),608,480,19,307,249,68,489,438,380,232
Arthur (2011),489,64,307,414,573,232,352,298,380,599
Arthur 2: On the Rocks (1988),249,298,380,561,274,483,480,219,292,534
Arthur Christmas (2011),177,590,68,489,525,328,357,483,381,288
"As Above, So Below (2014)",249,274,380,298,305,68,414,560,561,219
As Good as It Gets (1997),376,249,226,428,91,483,590,274,239,380
As I Was Moving Ahead Occasionally I Saw Brief Glimpses of Beauty (2000),249,560,305,18,298,68,62,483,610,105
As You Like It (2006),345,271,555,288,477,469,590,51,387,600
"Ascent, The (Voskhozhdeniye) (1977)",249,560,305,18,298,68,62,483,610,105
Ashby (2015),68,414,380,599,561,274,608,288,590,483
Ashes and Diamonds (Popiól i diament) (1958),249,560,305,18,298,68,62,483,610,105
Ashes of Time (Dung che sai duk) (1994),132,393,483,332,434,62,489,560,509,63
Ask the Dust (2006),474,489,132,414,480,68,182,590,391,600
Aspen Extreme (1993),219,608,480,68,274,232,414,381,200,428
"Asphalt Jungle, The (1950)",414,381,525,232,288,483,274,509,249,328
"Asphyx, The (1973)",345,271,555,288,477,469,590,51,387,600
Assassin's Creed (2016),380,298,68,610,305,534,274,62,18,448
Assassination (1987),570,452,313,160,91,469,330,135,96,425
Assassination Tango (2002),414,68,608,274,380,480,182,590,448,474
"Assassination of Jesse James by the Coward Robert Ford, The (2007)",599,68,608,480,474,274,534,182,288,239
"Assassination of Richard Nixon, The (2004)",414,288,590,606,480,600,599,68,387,64
Assassination of a High School President (2008),414,68,608,274,380,480,182,590,448,474
Assassins (1995),321,447,242,379,588,347,395,566,458,58
Assault on Precinct 13 (1976),608,249,307,217,226,381,57,380,438,483
Assault on Precinct 13 (2005),608,249,307,226,380,477,339,483,298,177
Assembly (Ji jie hao) (2007) ,305,105,247,249,317,62,434,352,601,233
"Assignment, The (1997)",137,465,469,96,572,577,221,57,290,1
Asterix & Obelix vs. Caesar (Astérix et Obélix contre César) (1999),249,21,380,573,483,561,68,292,475,509
Asterix & Obelix: God Save Britannia (Astérix et Obélix: Au service de Sa Majesté) (2012),68,489,480,608,381,219,590,525,274,177
Asterix & Obelix: Mission Cleopatra (Astérix & Obélix: Mission Cléopâtre) (2002),21,380,249,68,381,298,63,434,305,561
Asterix and Cleopatra (Astérix et Cléopâtre) (1968),339,305,560,62,298,249,41,331,63,18
Asterix and the Vikings (Astérix et les Vikings) (2006),564,111,298,177,249,525,141,232,365,68
Asterix at the Olympic Games (Astérix aux jeux olympiques) (2008),249,21,380,573,483,561,68,292,475,509
Asterix in America (a.k.a Asterix Conquers America) (Astérix et les Indiens) (1994),21,380,249,68,381,298,63,434,305,561
Asterix: The Land of the Gods (Astérix: Le domaine des dieux) (2014),560,305,18,298,610,105,414,525,274,339
"Astronaut Farmer, The (2007)",599,68,608,480,474,274,381,182,288,590
"Astronaut's Wife, The (1999)",68,274,480,64,425,219,438,45,414,226
At Close Range (1986),414,68,608,274,19,217,380,480,182,590
At First Sight (1999),608,19,217,380,474,226,274,381,294,448
At Middleton (2013),249,68,414,298,380,599,561,274,608,288
At the Circus (1939),249,68,414,298,380,599,561,274,608,288
"Atalante, L' (1934)",474,489,132,414,480,68,182,590,391,600
Atlantic City (1980),274,448,266,434,307,380,438,232,298,469
Atlantis: The Lost Empire (2001),480,64,425,219,45,182,226,599,428,91
Atlas Shrugged: Part 1 (2011),414,68,608,274,380,480,182,590,448,474
Atomic Blonde (2017),380,298,68,610,305,534,274,62,18,448
"Atomic Brain, The (1963)",345,271,555,288,477,469,590,51,387,600
"Atomic Cafe, The (1982)",221,330,156,275,469,391,480,570,166,474
"Atomic Submarine, The (1959)",345,271,555,288,477,469,590,51,387,600
Atonement (2007),561,608,307,448,593,438,474,219,249,226
Atragon (Kaitei Gunkan) (1963),345,271,555,288,477,469,590,51,387,600
Attack of the 50 Foot Woman (1958),345,271,555,288,477,469,590,51,387,600
Attack of the Crab Monsters (1957),345,271,555,288,477,469,590,51,387,600
Attack of the Giant Leeches (1959),249,68,414,298,380,599,561,274,608,288
Attack of the Killer Tomatoes! (1978),480,68,226,64,57,217,202,489,599,380
Attack of the Puppet People (1958),345,271,555,288,477,469,590,51,387,600
Attack the Block (2011),305,68,608,274,279,21,434,438,380,480
Attila (Attila Flagello di Dio) (1982),474,489,132,414,480,68,182,590,391,600
Au Hasard Balthazar (1966),414,288,590,606,480,600,599,68,64,91
Au revoir les enfants (1987),489,469,608,132,414,480,57,216,357,68
Audition (Ôdishon) (1999),249,570,608,226,381,380,438,298,45,305
Audrey Rose (1977),312,19,514,225,527,555,236,313,299,546
