user_ID,movie 1,movie 2,movie 3,movie 4,movie 5,movie 6,movie 7,movie 8,movie 9,movie 10,movie 11,movie 12,movie 13,movie 14,movie 15,movie 16,movie 17,movie 18,movie 19,movie 20,movie 21,movie 22,movie 23,movie 24,movie 25
40,Written on the Wind (1956),Eddie and the Cruisers (1983),"Whole Wide World, The (1996)","Our Lady of the Assassins (Virgen de los sicarios, La) (2000)",Daughters of the Dust (1991),Suture (1993),Metroland (1997),Joe Gould's Secret (2000),Tex (1982),Sugar Town (1999),"Cage aux Folles, La (1978)",Killer's Kiss (1955),Vagabond (Sans toit ni loi) (1985),Guinevere (1999),Rough Magic (1995),Twin Falls Idaho (1999),My Best Fiend (Mein liebster Feind) (1999),Obsession (1976),"Four Days in September (O Que É Isso, Companheiro?) (1997)",Vampire in Venice (Nosferatu a Venezia) (Nosferatu in Venice) (1986),Drunks (1995),"Line King: The Al Hirschfeld Story, The (1996)",Hustler White (1996),"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1994)","Single Girl, A (Fille seule, La) (1995)"
41,Batman (1989),"Monsters, Inc. (2001)",Take Shelter (2011),Ghost in the Shell 2.0 (2008),The Spectacular Now (2013),Young Adult (2011),"Fugitive, The (1993)",WALL·E (2008),Mrs. Doubtfire (1993),Clear and Present Danger (1994),Stargate (1994),Sleepless in Seattle (1993),Speed (1994),Die Hard: With a Vengeance (1995),Avatar (2009),Batman Forever (1995),Ghost (1990),Malibu's Most Wanted (2003),"Lord of the Rings: The Return of the King, The (2003)",Ace Ventura: Pet Detective (1994),Dances with Wolves (1990),Cliffhanger (1993),"Shawshank Redemption, The (1994)",Blended (2014),"Beautiful Mind, A (2001)"
42,Who's That Girl? (1987),Fat Girl (À ma soeur!) (2001),Friday the 13th Part IV: The Final Chapter (1984),"Dream Team, The (1989)","Woman in Red, The (1984)",Dragnet (1987),For Your Consideration (2006),Nothing But Trouble (1991),Krippendorf's Tribe (1998),1941 (1979),"Daytrippers, The (1996)",Deuce Bigalow: European Gigolo (2005),Puppet Master 5: The Final Chapter (1994),Halloween 4: The Return of Michael Myers (1988),"Man with the Golden Arm, The (1955)",Caligula (1979),Band of the Hand (1986),"Gate, The (1987)",Denise Calls Up (1995),Puppet Master II (1991),Puppet Master 4 (1993),Icarus (2017),Captains Courageous (1937),"Cuckoo, The (Kukushka) (2002)",War Machine (2017)
43,"Barefoot Executive, The (1971)",Thumbelina (1994),"Terminator, The (1984)","Usual Suspects, The (1995)",My Family (1995),Bambi (1942),Star Trek II: The Wrath of Khan (1982),Schindler's List (1993),Fight Club (1999),"Daytrippers, The (1996)","Matrix, The (1999)",American Beauty (1999),Reservoir Dogs (1992),"Silence of the Lambs, The (1991)",Aliens (1986),Indiana Jones and the Last Crusade (1989),Saving Private Ryan (1998),Carpool (1996),Live Nude Girls (1995),"Thin Line Between Love and Hate, A (1996)",Titus (1999),Goodfellas (1990),Four Weddings and a Funeral (1994),Léon: The Professional (a.k.a. The Professional) (Léon) (1994),"Man Who Knew Too Little, The (1997)"
44,It's Pat (1994),Indiana Jones and the Last Crusade (1989),"Matrix, The (1999)",Star Wars: Episode I - The Phantom Menace (1999),First Kid (1996),"Terminator, The (1984)",Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Legal Eagles (1986),"Secret of My Succe$s, The (a.k.a. The Secret of My Success) (1987)",Indiana Jones and the Temple of Doom (1984),Saving Private Ryan (1998),Die Hard (1988),E.T. the Extra-Terrestrial (1982),Terminator 2: Judgment Day (1991),"Godfather, The (1972)",X-Men (2000),Alien (1979),Aliens (1986),Fargo (1996),Cabin Boy (1994),Look Who's Talking Now (1993),Bulletproof (1996),"Silence of the Lambs, The (1991)",Braveheart (1995),"Lord of the Rings: The Return of the King, The (2003)"
45,"Notorious Bettie Page, The (2005)",Northfork (2003),"Pirate Movie, The (1982)",Nowhere in Africa (Nirgendwo in Afrika) (2001),Nicholas Nickleby (2002),"History Boys, The (2006)",Stevie (2002),"Cat's Meow, The (2002)","Tall Guy, The (1989)",Paradise Now (2005),Stone Reader (2002),Blue Car (2002),"Dancer Upstairs, The (2002)",Love Liza (2002),"Air Up There, The (1994)","Shape of Things, The (2003)","Woman in Red, The (1984)",Punchline (1988),Friends with Money (2006),Legal Eagles (1986),"Secret of My Succe$s, The (a.k.a. The Secret of My Success) (1987)",Cheech & Chong's The Corsican Brothers (1984),Just One of the Guys (1985),Prelude to a Kiss (1992),"Vanishing, The (1993)"
46,Pulp Fiction (1994),Star Trek: Generations (1994),Independence Day (a.k.a. ID4) (1996),Babe (1995),Reservoir Dogs (1992),Sleepless in Seattle (1993),Addams Family Values (1993),Seven (a.k.a. Se7en) (1995),Fargo (1996),Forrest Gump (1994),Goodfellas (1990),Apollo 13 (1995),Apocalypse Now (1979),Saving Private Ryan (1998),"Godfather, The (1972)",Mission: Impossible (1996),Jumanji (1995),Home Alone (1990),In the Line of Fire (1993),Terminator 2: Judgment Day (1991),"Godfather: Part II, The (1974)",Star Wars: Episode VI - Return of the Jedi (1983),"Lord of the Rings: The Return of the King, The (2003)",Toy Story 2 (1999),Rear Window (1954)
47,Money Monster (2016),After Earth (2013),Goosebumps (2015),Rio 2 (2014),Jack Ryan: Shadow Recruit (2014),Self/less (2015),"Class, The (Entre les murs) (2008)",Cradle Will Rock (1999),"In-Laws, The (2003)",Little Black Book (2004),Darkness (2002),Poltergeist II: The Other Side (1986),"Food, Inc. (2008)",Pulp Fiction (1994),Alex and Emma (2003),Shine a Light (2008),Purgatory (1999),Captains Courageous (1937),Men with Brooms (2002),"Ogre, The (Unhold, Der) (1996)",The OA,Masked & Anonymous (2003),Icarus (2017),Skin Deep (1989),Three Fugitives (1989)
48,X-Men: The Last Stand (2006),Jurassic Park (1993),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),"Lord of the Rings: The Fellowship of the Ring, The (2001)",Forrest Gump (1994),"Lord of the Rings: The Two Towers, The (2002)",Lethal Weapon (1987),Die Hard (1988),Star Trek II: The Wrath of Khan (1982),Terminator 2: Judgment Day (1991),Catch Me If You Can (2002),Who Framed Roger Rabbit? (1988),"Lord of the Rings: The Return of the King, The (2003)",Gladiator (2000),Star Wars: Episode I - The Phantom Menace (1999),"Godfather, The (1972)",Titanic (1997),"Shawshank Redemption, The (1994)","Matrix Reloaded, The (2003)","Bourne Identity, The (2002)",Back to the Future (1985),Paycheck (2003),Groundhog Day (1993),Shrek (2001),"Jungle Book, The (1967)"
49,Pulp Fiction (1994),"Silence of the Lambs, The (1991)",Star Trek (2009),Ant-Man (2015),Guardians of the Galaxy 2 (2017),"Lord of the Rings: The Two Towers, The (2002)",Captain America: The Winter Soldier (2014),Inglourious Basterds (2009),"Usual Suspects, The (1995)",Man of Steel (2013),Shrek 2 (2004),True Lies (1994),Snowpiercer (2013),X-Men: Apocalypse (2016),Star Wars: Episode VI - Return of the Jedi (1983),Mrs. Doubtfire (1993),Indiana Jones and the Temple of Doom (1984),Kung Fu Panda (2008),"Dark Knight Rises, The (2012)",Fight Club (1999),Back to the Future (1985),Rogue One: A Star Wars Story (2016),Shutter Island (2010),"Croods, The (2013)",Dances with Wolves (1990)
50,Goosebumps (2015),After Earth (2013),Rio 2 (2014),Money Monster (2016),Jack Ryan: Shadow Recruit (2014),"Woman of Paris, A (1923)",Secret Ballot (Raye makhfi) (2001),Respiro (2002),That Touch of Mink (1962),Pat and Mike (1952),Imitation of Life (1959),Anna Karenina (1935),"Paradine Case, The (1947)",Desk Set (1957),I Confess (1953),Send Me No Flowers (1964),"11'09""01 - September 11 (2002)",Red Dawn (2012),"Rapture, The (1991)",Heima (2007),Wallace & Gromit: A Close Shave (1995),Bright (2017),Thor: Ragnarok (2017),Dr. No (1962),"Namesake, The (2006)"
51,My Life (1993),"See No Evil, Hear No Evil (1989)",Weekend at Bernie's II (1993),Inception (2010),Harry Potter and the Half-Blood Prince (2009),Dead Calm (1989),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Police Academy 4: Citizens on Patrol (1987),Never Say Never Again (1983),Octopussy (1983),"Matrix, The (1999)",Star Trek VI: The Undiscovered Country (1991),Shrek (2001),Crossroads (1986),Delirious (1991),Friday After Next (2002),Amarcord (1973),Death in Venice (Morte a Venezia) (1971),Heart Condition (1990),"Gas, Food, Lodging (1992)",My Boyfriend's Back (1993),Kuffs (1992),Tully (2000),"Principal, The (1987)","Babe, The (1992)"
52,"Fast Five (Fast and the Furious 5, The) (2011)",Neighbors (2014),Four Brothers (2005),Pulp Fiction (1994),Death Proof (2007),Ip Man 2 (2010),"Omen, The (2006)",Beauty and the Beast (1991),Indiana Jones and the Last Crusade (1989),"Mask, The (1994)",Back to the Future (1985),Sin City: A Dame to Kill For (2014),Scoop (2006),Mrs. Doubtfire (1993),Sin City (2005),Spider-Man 2 (2004),Cursed (2005),"Exorcism of Emily Rose, The (2005)",Shrek 2 (2004),"Terminator, The (1984)","Usual Suspects, The (1995)",Independence Day (a.k.a. ID4) (1996),Buried (2010),Wolf Creek (2005),Willard (2003)
53,"Getaway, The (1994)",Awakenings (1990),Friday the 13th (1980),"Exorcist, The (1973)",Rising Sun (1993),Bubba Ho-tep (2002),"Peacemaker, The (1997)",Hero (1992),In Good Company (2004),Gremlins (1984),Tequila Sunrise (1988),Superman III (1983),Tommy Boy (1995),"Winged Migration (Peuple migrateur, Le) (2001)",Arthur (1981),Blown Away (1994),"Rookie, The (2002)",Breakfast at Tiffany's (1961),Seabiscuit (2003),Christine (1983),Soldier (1998),Loaded Weapon 1 (National Lampoon's Loaded Weapon 1) (1993),Hellbound: Hellraiser II (1988),Honeymoon in Vegas (1992),Proof (2005)
54,"Terminator, The (1984)",Somebody to Love (1994),Independence Day (a.k.a. ID4) (1996),GoldenEye (1995),Reservoir Dogs (1992),Sleepless in Seattle (1993),Fargo (1996),Clear and Present Danger (1994),Goodfellas (1990),Snow White and the Seven Dwarfs (1937),Aliens (1986),Indiana Jones and the Last Crusade (1989),"Client, The (1994)",Saving Private Ryan (1998),"Bright Lights, Big City (1988)",Foxfire (1996),"Godfather, The (1972)",Mission: Impossible (1996),Ace Ventura: Pet Detective (1994),Jumanji (1995),Léon: The Professional (a.k.a. The Professional) (Léon) (1994),"Godfather: Part II, The (1974)",Star Wars: Episode VI - Return of the Jedi (1983),Cliffhanger (1993),"Lord of the Rings: The Return of the King, The (2003)"
55,"Bourne Supremacy, The (2004)","Prestige, The (2006)",Catch Me If You Can (2002),"Dark Knight, The (2008)","Big Lebowski, The (1998)",Inception (2010),Inside Man (2006),Rocky Balboa (2006),Star Trek IV: The Voyage Home (1986),American History X (1998),"Ring, The (2002)",No Country for Old Men (2007),Escape from New York (1981),Sherlock Holmes (2009),Romancing the Stone (1984),RoboCop (1987),"Fountain, The (2006)",Snakes on a Plane (2006),Iron Man (2008),Taken (2008),Kiss Kiss Bang Bang (2005),Fight Club (1999),"Incredibles, The (2004)",Conan the Barbarian (1982),Watchmen (2009)
56,"Terminator, The (1984)",Speed (1994),Independence Day (a.k.a. ID4) (1996),Mission: Impossible (1996),Star Wars: Episode VI - Return of the Jedi (1983),Babe (1995),Schindler's List (1993),Fargo (1996),Reservoir Dogs (1992),Star Wars: Episode V - The Empire Strikes Back (1980),Get Shorty (1995),Pretty Woman (1990),Aliens (1986),Indiana Jones and the Last Crusade (1989),"Client, The (1994)",Saving Private Ryan (1998),Star Wars: Episode IV - A New Hope (1977),Goodfellas (1990),"Matrix, The (1999)","Usual Suspects, The (1995)",American Beauty (1999),Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Home Alone (1990),In the Line of Fire (1993),Heat (1995)
57,Celebrity (1998),Talk Radio (1988),On Her Majesty's Secret Service (1969),"Man with the Movie Camera, The (Chelovek s kino-apparatom) (1929)",Only the Lonely (1991),Cabin Boy (1994),"Apple Dumpling Gang Rides Again, The (1979)",Beyond the Poseidon Adventure (1979),Monkey Shines (1988),Young Doctors in Love (1982),Puppet Master III: Toulon's Revenge (1991),Heart Condition (1990),Autumn Spring (Babí léto) (2001),Red Beard (Akahige) (1965),An Amazing Couple (2002),"Mondays in the Sun (Lunes al sol, Los) (2002)",Salvador (1986),"Dernier Combat, Le (Last Battle, The) (1983)",Love and a .45 (1994),Europa (Zentropa) (1991),Things You Can Tell Just by Looking at Her (2000),Levity (2003),High Heels and Low Lifes (2001),"Watcher, The (2000)",Revolution OS (2001)
58,"Terminator, The (1984)",Bambi (1942),Cliffhanger (1993),Reservoir Dogs (1992),Fargo (1996),Goodfellas (1990),Aliens (1986),Indiana Jones and the Last Crusade (1989),"Godfather, The (1972)","Silence of the Lambs, The (1991)","Little Mermaid, The (1989)","Godfather: Part II, The (1974)","Lord of the Rings: The Return of the King, The (2003)",Broken Arrow (1996),Back to the Future (1985),Saving Private Ryan (1998),"Fifth Element, The (1997)",Star Wars: Episode I - The Phantom Menace (1999),Fight Club (1999),"Lord of the Rings: The Fellowship of the Ring, The (2001)",Star Trek: Generations (1994),Indiana Jones and the Temple of Doom (1984),"Wizard of Oz, The (1939)",Memento (2000),"Matrix, The (1999)"
59,"Contempt (Mépris, Le) (1963)","Silence, The (Tystnaden) (1963)","Tenant, The (Locataire, Le) (1976)",Hour of the Wolf (Vargtimmen) (1968),"Virgin Spring, The (Jungfrukällan) (1960)",Temptress Moon (Feng Yue) (1996),"King of Masks, The (Bian Lian) (1996)",Joe Gould's Secret (2000),Vampire in Venice (Nosferatu a Venezia) (Nosferatu in Venice) (1986),Tex (1982),Sugar Town (1999),Guinevere (1999),Metroland (1997),Vagabond (Sans toit ni loi) (1985),"Savage Nights (Nuits fauves, Les) (1992)","This World, Then the Fireworks (1997)",Cold Fever (Á köldum klaka) (1995),Black Tar Heroin: The Dark End of the Street (2000),This Is My Father (1998),The Idolmaker (1980),"Four Days in September (O Que É Isso, Companheiro?) (1997)",I Never Promised You a Rose Garden (1977),"Great Day in Harlem, A (1994)",Broken English (1996),Entertaining Angels: The Dorothy Day Story (1996)
60,Inception (2010),Iron Man (2008),Batman Returns (1992),Batman Begins (2005),"Dark Knight Rises, The (2012)",Pulp Fiction (1994),One Flew Over the Cuckoo's Nest (1975),Braveheart (1995),Up (2009),"Lord of the Rings: The Two Towers, The (2002)","Departed, The (2006)","Hangover, The (2009)",Reservoir Dogs (1992),Avatar (2009),Apollo 13 (1995),WALL·E (2008),Kill Bill: Vol. 1 (2003),Seven (a.k.a. Se7en) (1995),Fargo (1996),Forrest Gump (1994),Goodfellas (1990),Star Wars: Episode VI - Return of the Jedi (1983),Shutter Island (2010),Pirates of the Caribbean: The Curse of the Black Pearl (2003),Inglourious Basterds (2009)
61,Pulp Fiction (1994),Monty Python and the Holy Grail (1975),Spider-Man (2002),Shaun of the Dead (2004),Minority Report (2002),"Fistful of Dollars, A (Per un pugno di dollari) (1964)",Independence Day (a.k.a. ID4) (1996),Demolition Man (1993),Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),"Matrix Revolutions, The (2003)","Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",Inception (2010),For a Few Dollars More (Per qualche dollaro in più) (1965),Harry Potter and the Prisoner of Azkaban (2004),L.A. Confidential (1997),X2: X-Men United (2003),"Monsters, Inc. (2001)",Seven (a.k.a. Se7en) (1995),Finding Nemo (2003),Ocean's Eleven (2001),Fargo (1996),"Matrix Reloaded, The (2003)",Forrest Gump (1994),Monty Python's The Meaning of Life (1983),"Big Lebowski, The (1998)"
62,Taken 3 (2015),Final Destination 3 (2006),Violet & Daisy (2011),"Story of O, The (Histoire d'O) (1975)","Hot Spot, The (1990)",Undisputed (2002),Sheena (1984),"Night in the Life of Jimmy Reardon, A (1988)",Ant-Man and the Wasp (2018),Hush (2016),Death Note (2017),"Sound of the Mountain (Thunder of the Mountain, The) (Yama no oto) (1954)",The Road Within (2014),Garm Wars: The Last Druid (2014),Blood: The Last Vampire (2009),Thursday (1998),The Good Boy (2016),"Woods, The (2006)",Train to Busan (2016),Those Happy Days (2006),Unthinkable (2010),God Bless America (2011),Elle (2016),Libre et assoupi (2014),"Revenant, The (2009)"
63,Greenberg (2010),Louis C.K.: Live at The Comedy Store (2015),Louis C.K.: Hilarious (2010),Ready to Rumble (2000),Another Cinderella Story (2008),Da geht noch was! (2013),Mulan II (2004),Vincent Wants to Sea (Vincent will meer) (2010),"Yes Men Fix the World, The (2009)",Sintel (2010),Kiss me Kismet (2006),Tomboy (2011),The Cave of the Golden Rose (1991),North & South (2004),Sound of My Voice (2011),Wild Child (2008),Northanger Abbey (2007),Northmen - A Viking Saga (2014),Play the Game (2009),Cinderella (2015),"Women on the 6th Floor, The (Les Femmes du 6ème Étage) (2010)",Ruby Sparks (2012),"Slammin' Salmon, The (2009)",Star Wars: Episode III - Revenge of the Sith (2005),"Terminator, The (1984)"
64,Slither (2006),"Doom Generation, The (1995)","House of the Dead, The (2003)",Halloween (2007),"Business of Strangers, The (2001)",Thirst (Bakjwi) (2009),Wallace & Gromit: A Close Shave (1995),School Daze (1988),"Strangers, The (2008)",Redbelt (2008),Real Life (1979),Half a Loaf of Kung Fu (Dian zhi gong fu gan chian chan) (1980),Taxi 4 (2007),Hardware (1990),Reckless Kelly (1994),Hard Promises (1991),Hamburger Hill (1987),Guyver: Dark Hero (1994),"Red Balloon, The (Ballon rouge, Le) (1956)",Comic Book: The Movie (2004),With Great Power: The Stan Lee Story (2012),Reign of Assassins (2010),Gulliver's Travels (1996),Comic-Con Episode IV: A Fan's Hope (2011),Redemption (Hummingbird) (2013)
65,Forrest Gump (1994),Avengers: Age of Ultron (2015),Pulp Fiction (1994),Iron Man 3 (2013),"Silence of the Lambs, The (1991)",Sin City (2005),"Usual Suspects, The (1995)",Batman Begins (2005),Kill Bill: Vol. 2 (2004),Kill Bill: Vol. 1 (2003),Star Wars: Episode VII - The Force Awakens (2015),300 (2007),Star Wars: Episode VI - Return of the Jedi (1983),Eternal Sunshine of the Spotless Mind (2004),"Lord of the Rings: The Two Towers, The (2002)",Pirates of the Caribbean: The Curse of the Black Pearl (2003),Die Hard 2 (1990),"Amazing Spider-Man, The (2012)",Finding Nemo (2003),Star Trek Into Darkness (2013),Braveheart (1995),Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),"Departed, The (2006)",Apollo 13 (1995),Harry Potter and the Prisoner of Azkaban (2004)
